http://git-wip-us.apache.org/repos/asf/cassandra.git git:trunk
Fetching Cassandra updates...
Current cluster is now: trunk-long-column-names
INFO  18:43:57 Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
INFO  18:43:58 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  18:43:58 New Cassandra host /127.0.0.1:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.2:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.3:9042 added
Connected to cluster: trunk-long-column-names
Datatacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.2; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.3; Rack: rack1
Created keyspaces. Sleeping 3s for propagation.
Sleeping 2s...
Warming up WRITE with 150000 iterations...
Running WRITE with 5 threads for 500000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,        314714,    2749,    2749,    2749,     1.4,     1.1,     2.3,     3.5,    52.6,    52.9,  140.3,  0.01218,      0,      0,       0,       0,       0,       0
total,        317452,    2730,    2730,    2730,     1.3,     1.1,     2.3,     5.8,    12.9,    13.2,  141.3,  0.01214,      0,      0,       0,       0,       0,       0
total,        320201,    2738,    2738,    2738,     1.4,     1.1,     2.3,     7.4,    24.6,    25.3,  142.3,  0.01211,      0,      0,       0,       0,       0,       0
total,        322701,    2491,    2491,    2491,     1.5,     1.1,     2.6,     5.2,    68.1,    71.1,  143.3,  0.01204,      0,      0,       0,       0,       0,       0
total,        325586,    2875,    2875,    2875,     1.2,     1.1,     2.0,     2.8,    27.0,    39.1,  144.3,  0.01208,      0,      0,       0,       0,       0,       0
total,        328562,    2939,    2939,    2939,     1.2,     1.1,     2.1,     3.0,    16.1,    16.4,  145.3,  0.01210,      0,      0,       0,       0,       0,       0
total,        330785,    2488,    2488,    2488,     1.5,     1.2,     2.8,     6.8,    17.2,    19.6,  146.2,  0.01202,      0,      0,       0,       0,       0,       0
total,        333278,    2076,    2076,    2076,     2.0,     1.2,     2.6,    13.5,   238.3,   241.4,  147.4,  0.01194,      0,      0,       0,       0,       0,       0
total,        336087,    2750,    2750,    2750,     1.4,     1.1,     2.3,     4.5,    29.3,    31.2,  148.4,  0.01191,      0,      0,       0,       0,       0,       0
total,        338798,    2701,    2701,    2701,     1.4,     1.1,     2.5,     5.6,    14.9,    17.9,  149.4,  0.01186,      0,      0,       0,       0,       0,       0
total,        341301,    2492,    2492,    2492,     1.6,     1.2,     3.4,     8.8,    25.7,    28.9,  150.4,  0.01179,      0,      0,       0,       0,       0,       0
total,        343169,    1858,    1858,    1858,     2.4,     1.5,     6.1,    18.6,    58.2,    59.1,  151.4,  0.01178,      0,      0,       0,       0,       0,       0
total,        345260,    2083,    2083,    2083,     2.2,     1.5,     5.6,     9.8,    16.4,    27.1,  152.4,  0.01174,      0,      0,       0,       0,       0,       0
total,        347333,    2063,    2063,    2063,     2.2,     1.4,     5.2,    11.9,    51.2,    62.1,  153.4,  0.01168,      0,      0,       0,       0,       0,       0
total,        349476,    2135,    2135,    2135,     2.1,     1.4,     5.3,    11.4,    39.4,    41.0,  154.4,  0.01161,      0,      0,       0,       0,       0,       0
total,        351680,    2184,    2184,    2184,     2.0,     1.3,     5.8,    11.4,    44.1,    46.2,  155.4,  0.01154,      0,      0,       0,       0,       0,       0
total,        353982,    2392,    2392,    2392,     1.9,     1.2,     3.7,     8.8,    65.6,    72.5,  156.4,  0.01146,      0,      0,       0,       0,       0,       0
total,        356220,    2113,    2113,    2113,     2.2,     1.4,     5.1,    11.8,    59.5,    64.2,  157.5,  0.01141,      0,      0,       0,       0,       0,       0
total,        357816,    1589,    1589,    1589,     2.9,     1.6,     6.6,    21.3,   100.0,   101.9,  158.5,  0.01149,      0,      0,       0,       0,       0,       0
total,        360002,    2172,    2172,    2172,     2.1,     1.4,     5.4,    11.1,    45.6,    57.7,  159.5,  0.01142,      0,      0,       0,       0,       0,       0
total,        362292,    2280,    2280,    2280,     2.0,     1.3,     4.8,     9.9,    67.1,    73.4,  160.5,  0.01134,      0,      0,       0,       0,       0,       0
total,        365007,    2699,    2699,    2699,     1.6,     1.1,     3.5,     9.5,    46.5,    65.2,  161.5,  0.01133,      0,      0,       0,       0,       0,       0
total,        367526,    2510,    2510,    2510,     1.8,     1.1,     3.8,     7.3,    66.2,    72.8,  162.5,  0.01126,      0,      0,       0,       0,       0,       0
total,        370207,    2674,    2674,    2674,     1.6,     1.2,     3.6,     6.7,    44.2,    47.4,  163.5,  0.01123,      0,      0,       0,       0,       0,       0
total,        372614,    2416,    2416,    2416,     1.8,     1.2,     3.9,     8.8,    73.6,    74.1,  164.5,  0.01117,      0,      0,       0,       0,       0,       0
total,        375001,    2243,    2243,    2243,     1.8,     1.3,     3.2,     7.7,    62.6,    65.6,  165.6,  0.01110,      0,      0,       0,       0,       0,       0
total,        376871,    1865,    1865,    1865,     2.4,     1.3,     4.6,    25.6,    84.4,    91.4,  166.6,  0.01107,      0,      0,       0,       0,       0,       0
total,        378613,    1737,    1737,    1737,     2.7,     1.5,     5.9,    45.7,    68.2,    68.3,  167.6,  0.01110,      0,      0,       0,       0,       0,       0
total,        380938,    2314,    2314,    2314,     2.0,     1.3,     4.8,     9.2,    48.8,    65.2,  168.6,  0.01103,      0,      0,       0,       0,       0,       0
total,        382905,    1958,    1958,    1958,     2.3,     1.4,     4.9,    11.2,    72.7,    78.2,  169.6,  0.01102,      0,      0,       0,       0,       0,       0
total,        384815,    1893,    1893,    1893,     2.4,     1.4,     6.1,    21.8,    70.2,    71.4,  170.6,  0.01102,      0,      0,       0,       0,       0,       0
total,        386880,    2053,    2053,    2053,     2.2,     1.4,     5.9,    13.7,    40.0,    41.6,  171.6,  0.01099,      0,      0,       0,       0,       0,       0
total,        389062,    2169,    2169,    2169,     2.1,     1.4,     5.1,    10.8,    50.4,    52.0,  172.6,  0.01094,      0,      0,       0,       0,       0,       0
total,        391518,    2381,    2381,    2381,     1.9,     1.3,     4.4,     8.4,    80.1,    81.5,  173.6,  0.01088,      0,      0,       0,       0,       0,       0
total,        393763,    2228,    2228,    2228,     2.0,     1.2,     4.5,    11.1,    76.8,    79.3,  174.6,  0.01082,      0,      0,       0,       0,       0,       0
total,        396214,    2432,    2432,    2432,     1.7,     1.2,     3.7,    10.7,    33.4,    38.1,  175.6,  0.01076,      0,      0,       0,       0,       0,       0
total,        398916,    2695,    2695,    2695,     1.4,     1.2,     2.7,     6.7,    14.2,    17.2,  176.6,  0.01072,      0,      0,       0,       0,       0,       0
total,        401222,    2297,    2297,    2297,     1.7,     1.2,     2.7,    11.6,    54.4,    60.1,  177.6,  0.01066,      0,      0,       0,       0,       0,       0
total,        403913,    2677,    2677,    2677,     1.4,     1.1,     2.9,     7.2,    13.6,    14.3,  178.6,  0.01063,      0,      0,       0,       0,       0,       0
total,        406838,    2918,    2918,    2918,     1.2,     1.1,     2.1,     3.0,     9.6,    15.7,  179.6,  0.01064,      0,      0,       0,       0,       0,       0
total,        409742,    2896,    2896,    2896,     1.2,     1.1,     2.1,     2.9,    33.6,    35.8,  180.7,  0.01067,      0,      0,       0,       0,       0,       0
total,        412320,    2570,    2570,    2570,     1.5,     1.1,     2.4,     5.9,    52.9,    61.4,  181.7,  0.01063,      0,      0,       0,       0,       0,       0
total,        415197,    2870,    2870,    2870,     1.3,     1.1,     2.6,     5.9,    10.7,    12.9,  182.7,  0.01063,      0,      0,       0,       0,       0,       0
total,        418100,    2891,    2891,    2891,     1.2,     1.1,     2.1,     4.2,    13.8,    14.2,  183.7,  0.01064,      0,      0,       0,       0,       0,       0
total,        420723,    2615,    2615,    2615,     1.5,     1.1,     2.4,     8.5,    42.8,    49.1,  184.7,  0.01059,      0,      0,       0,       0,       0,       0
total,        422616,    1887,    1887,    1887,     2.3,     1.2,     3.8,    19.5,   198.4,   198.8,  185.7,  0.01056,      0,      0,       0,       0,       0,       0
total,        424729,    2106,    2106,    2106,     2.1,     1.4,     5.4,    13.6,    40.4,    42.7,  186.7,  0.01051,      0,      0,       0,       0,       0,       0
total,        427203,    2467,    2467,    2467,     1.8,     1.3,     4.0,     8.1,    40.0,    43.0,  187.7,  0.01046,      0,      0,       0,       0,       0,       0
total,        429736,    2524,    2524,    2524,     1.7,     1.2,     4.3,     8.2,    28.2,    43.4,  188.7,  0.01041,      0,      0,       0,       0,       0,       0
total,        432288,    2538,    2538,    2538,     1.7,     1.2,     4.1,     8.5,    33.2,    63.1,  189.7,  0.01036,      0,      0,       0,       0,       0,       0
total,        434869,    2573,    2573,    2573,     1.7,     1.2,     4.1,     8.5,    52.1,    56.2,  190.7,  0.01033,      0,      0,       0,       0,       0,       0
total,        436962,    2085,    2085,    2085,     1.9,     1.3,     4.1,    13.8,    62.7,    67.4,  191.7,  0.01030,      0,      0,       0,       0,       0,       0
total,        439407,    2435,    2435,    2435,     1.6,     1.2,     2.9,     8.5,    30.8,    31.5,  192.7,  0.01024,      0,      0,       0,       0,       0,       0
total,        442213,    2791,    2791,    2791,     1.3,     1.1,     2.5,     6.7,    14.5,    15.3,  193.7,  0.01023,      0,      0,       0,       0,       0,       0
total,        444854,    2646,    2646,    2646,     1.6,     1.1,     3.5,    10.5,    16.5,    19.3,  194.7,  0.01019,      0,      0,       0,       0,       0,       0
total,        447652,    2741,    2741,    2741,     1.4,     1.1,     2.3,     5.3,    34.4,    34.8,  195.7,  0.01016,      0,      0,       0,       0,       0,       0
total,        450513,    2853,    2853,    2853,     1.3,     1.1,     2.2,     3.0,    16.3,    30.8,  196.7,  0.01016,      0,      0,       0,       0,       0,       0
total,        453238,    2717,    2717,    2717,     1.3,     1.1,     2.4,     4.8,    20.2,    24.9,  197.7,  0.01013,      0,      0,       0,       0,       0,       0
total,        455926,    2678,    2678,    2678,     1.5,     1.1,     3.0,     8.4,    31.0,    31.7,  198.7,  0.01010,      0,      0,       0,       0,       0,       0
total,        458671,    2736,    2736,    2736,     1.3,     1.1,     2.4,     8.3,    13.5,    16.4,  199.7,  0.01007,      0,      0,       0,       0,       0,       0
total,        461637,    2959,    2959,    2959,     1.2,     1.1,     2.1,     3.0,     6.2,     8.1,  200.7,  0.01008,      0,      0,       0,       0,       0,       0
total,        464076,    2429,    2429,    2429,     1.7,     1.2,     3.7,    11.2,    40.3,    47.7,  201.7,  0.01003,      0,      0,       0,       0,       0,       0
total,        466369,    2277,    2277,    2277,     1.8,     1.2,     4.0,     9.9,    82.2,    83.6,  202.7,  0.00998,      0,      0,       0,       0,       0,       0
total,        468686,    2306,    2306,    2306,     1.9,     1.2,     5.3,     9.8,    44.0,    46.1,  203.7,  0.00994,      0,      0,       0,       0,       0,       0
total,        471344,    2649,    2649,    2649,     1.7,     1.2,     4.0,     7.5,    41.5,    44.2,  204.8,  0.00990,      0,      0,       0,       0,       0,       0
total,        473454,    2102,    2102,    2102,     2.2,     1.2,     4.6,    37.1,    63.0,    71.0,  205.8,  0.00986,      0,      0,       0,       0,       0,       0
total,        475425,    1960,    1960,    1960,     2.2,     1.2,     5.3,    17.3,   122.1,   124.2,  206.8,  0.00982,      0,      0,       0,       0,       0,       0
total,        477918,    2481,    2481,    2481,     1.7,     1.2,     3.7,    10.3,    15.8,    18.2,  207.8,  0.00977,      0,      0,       0,       0,       0,       0
total,        480031,    2105,    2105,    2105,     1.9,     1.3,     3.4,    20.3,    68.0,    68.6,  208.8,  0.00974,      0,      0,       0,       0,       0,       0
total,        482522,    2480,    2480,    2480,     1.6,     1.3,     3.0,     7.8,    14.2,    16.8,  209.8,  0.00970,      0,      0,       0,       0,       0,       0
total,        484854,    2309,    2309,    2309,     1.8,     1.4,     4.2,     8.5,    14.9,    22.9,  210.8,  0.00965,      0,      0,       0,       0,       0,       0
total,        487157,    2293,    2293,    2293,     1.7,     1.3,     2.6,     5.5,    64.2,    66.1,  211.8,  0.00961,      0,      0,       0,       0,       0,       0
total,        489796,    2617,    2617,    2617,     1.4,     1.3,     2.6,     3.2,     6.3,     6.9,  212.8,  0.00957,      0,      0,       0,       0,       0,       0
total,        492257,    2452,    2452,    2452,     1.6,     1.3,     2.5,     3.7,    67.5,    68.3,  213.8,  0.00954,      0,      0,       0,       0,       0,       0
total,        494761,    2494,    2494,    2494,     1.6,     1.2,     3.5,     9.8,    14.2,    14.3,  214.8,  0.00949,      0,      0,       0,       0,       0,       0
total,        497468,    2696,    2696,    2696,     1.4,     1.2,     2.3,     3.4,    38.6,    50.2,  215.8,  0.00947,      0,      0,       0,       0,       0,       0
total,        500000,    2546,    2546,    2546,     1.5,     1.2,     2.6,     7.4,    55.0,    56.6,  216.8,  0.00944,      0,      0,       0,       0,       0,       0


Results:
op rate                   : 2306 [WRITE:2306]
partition rate            : 2306 [WRITE:2306]
row rate                  : 2306 [WRITE:2306]
latency mean              : 1.8 [WRITE:1.8]
latency median            : 1.2 [WRITE:1.2]
latency 95th percentile   : 3.5 [WRITE:3.5]
latency 99th percentile   : 7.5 [WRITE:7.5]
latency 99.9th percentile : 50.6 [WRITE:50.6]
latency max               : 355.3 [WRITE:355.3]
Total partitions          : 500000 [WRITE:500000]
Total errors              : 0 [WRITE:0]
total gc count            : 0
total gc mb               : 0
total gc time (s)         : 0
avg gc time(ms)           : NaN
stdev gc time(ms)         : 0
Total operation time      : 00:03:36
END
{'--id': None,
 '-f': False,
 '-o': None}
ccm command: /usr/local/bin/ccm node1 nodetool cfstats keyspace1.standard1
c* version: ReleaseVersion: 3.0.0-SNAPSHOT
Space used (live): 854934318
Space used (total): 854934318
Space used by snapshots (total): 0
Bloom filter space used: 263584
http://git-wip-us.apache.org/repos/asf/cassandra.git git:trunk
Fetching Cassandra updates...
Current cluster is now: trunk-long-column-names
INFO  18:49:32 Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
INFO  18:49:33 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  18:49:33 New Cassandra host /127.0.0.1:9042 added
INFO  18:49:33 New Cassandra host /127.0.0.2:9042 added
INFO  18:49:33 New Cassandra host /127.0.0.3:9042 added
Connected to cluster: trunk-long-column-names
Datatacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.2; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.3; Rack: rack1
Created keyspaces. Sleeping 3s for propagation.
Sleeping 2s...
Warming up WRITE with 150000 iterations...
Running WRITE with 5 threads for 500000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,           648,     647,     647,     647,     4.1,     3.2,     9.8,    16.7,    27.5,    27.5,    1.0,  0.00000,      0,      0,       0,       0,       0,       0
total,          1203,     548,     548,     548,     6.4,     3.5,    13.5,    78.4,   102.2,   102.2,    2.0,  0.05834,      0,      0,       0,       0,       0,       0
total,          1652,     446,     446,     446,     8.0,     3.4,    20.3,   120.5,   144.2,   144.2,    3.0,  0.08637,      0,      0,       0,       0,       0,       0
total,          2198,     536,     536,     536,     4.7,     2.7,    12.9,    34.7,    62.6,    62.6,    4.0,  0.06461,      0,      0,       0,       0,       0,       0
total,          2791,     567,     567,     567,     6.4,     3.0,    14.5,    84.3,    97.8,    97.8,    5.1,  0.05165,      0,      0,       0,       0,       0,       0
total,          3156,     349,     349,     349,     8.8,     3.8,    19.5,   114.0,   289.7,   289.7,    6.1,  0.07561,      0,      0,       0,       0,       0,       0
total,          3710,     550,     550,     550,     6.5,     3.6,    16.5,    85.9,   112.9,   112.9,    7.1,  0.06472,      0,      0,       0,       0,       0,       0
total,          4358,     642,     642,     642,     5.3,     3.5,    12.6,    51.0,    89.4,    89.4,    8.1,  0.06408,      0,      0,       0,       0,       0,       0
total,          5057,     703,     703,     703,     5.0,     3.2,    11.6,    47.6,    77.3,    77.3,    9.1,  0.06267,      0,      0,       0,       0,       0,       0
total,          5527,     453,     453,     453,     8.0,     3.7,    18.6,   117.6,   144.6,   144.6,   10.2,  0.05766,      0,      0,       0,       0,       0,       0
total,          6008,     438,     438,     438,     6.9,     3.1,    17.2,    90.9,   142.8,   142.8,   11.3,  0.05666,      0,      0,       0,       0,       0,       0
total,          6569,     549,     549,     549,     7.1,     3.2,    37.4,    74.9,   118.8,   118.8,   12.3,  0.05191,      0,      0,       0,       0,       0,       0
total,          7177,     642,     642,     642,     5.8,     3.4,    14.2,    57.9,    69.3,    69.3,   13.2,  0.04901,      0,      0,       0,       0,       0,       0
total,          7830,     549,     549,     549,     6.9,     3.4,    17.5,    89.2,   191.2,   191.2,   14.4,  0.04631,      0,      0,       0,       0,       0,       0
total,          8403,     571,     571,     571,     4.6,     2.9,     9.6,    22.0,   114.9,   114.9,   15.4,  0.04330,      0,      0,       0,       0,       0,       0
total,          8899,     492,     492,     492,     6.2,     2.6,    16.7,    95.1,   109.9,   109.9,   16.4,  0.04163,      0,      0,       0,       0,       0,       0
total,          9596,     690,     690,     690,     4.8,     3.4,    13.9,    19.3,    25.0,    25.0,   17.5,  0.04087,      0,      0,       0,       0,       0,       0
total,          9970,     369,     369,     369,     7.8,     2.9,    18.2,   139.6,   155.1,   155.1,   18.5,  0.04379,      0,      0,       0,       0,       0,       0
total,         10471,     489,     489,     489,     4.9,     2.2,    14.6,    37.1,   143.3,   143.3,   19.5,  0.04219,      0,      0,       0,       0,       0,       0
total,         10828,     281,     281,     281,    11.3,     2.6,    46.5,   242.1,   279.3,   279.3,   20.8,  0.04589,      0,      0,       0,       0,       0,       0
total,         11081,     251,     251,     251,     9.8,     2.7,    16.5,   130.7,   394.4,   394.4,   21.8,  0.05161,      0,      0,       0,       0,       0,       0
total,         11550,     449,     449,     449,     9.9,     2.8,    17.8,   176.0,   433.1,   433.1,   22.8,  0.05003,      0,      0,       0,       0,       0,       0
total,         12036,     480,     480,     480,     5.7,     3.0,    13.0,    85.2,    91.9,    91.9,   23.8,  0.04815,      0,      0,       0,       0,       0,       0
total,         12513,     464,     464,     464,     7.6,     4.0,    16.2,   106.5,   173.3,   173.3,   24.9,  0.04657,      0,      0,       0,       0,       0,       0
total,         13018,     497,     497,     497,     7.1,     4.5,    17.5,    41.7,    99.6,    99.6,   25.9,  0.04472,      0,      0,       0,       0,       0,       0
total,         13710,     685,     685,     685,     4.9,     3.8,    11.5,    17.3,    30.6,    30.6,   26.9,  0.04413,      0,      0,       0,       0,       0,       0
total,         14186,     450,     450,     450,     8.1,     4.5,    22.9,    87.4,   106.9,   106.9,   27.9,  0.04303,      0,      0,       0,       0,       0,       0
total,         14778,     537,     537,     537,     7.3,     4.2,    18.2,   103.8,   127.4,   127.4,   29.0,  0.04147,      0,      0,       0,       0,       0,       0
total,         15285,     411,     411,     411,     9.0,     4.3,    20.2,   126.4,   231.8,   231.8,   30.3,  0.04020,      0,      0,       0,       0,       0,       0
total,         15785,     497,     497,     497,     7.3,     4.3,    17.1,    98.3,   120.6,   120.6,   31.3,  0.03883,      0,      0,       0,       0,       0,       0
total,         16259,     465,     465,     465,     7.5,     3.9,    20.2,    94.9,   132.6,   132.6,   32.3,  0.03762,      0,      0,       0,       0,       0,       0
total,         16701,     439,     439,     439,     8.7,     4.9,    19.9,   148.9,   175.4,   175.4,   33.3,  0.03646,      0,      0,       0,       0,       0,       0
total,         17086,     376,     376,     376,     8.8,     3.3,    54.3,   107.8,   120.0,   120.0,   34.3,  0.03664,      0,      0,       0,       0,       0,       0
total,         17647,     519,     519,     519,     6.4,     2.6,    17.9,    82.2,    98.2,    98.2,   35.4,  0.03556,      0,      0,       0,       0,       0,       0
